Question Number,Question,Option A,Option B,Option C,Option D,Option E,Option F,Correct Answer,Level,Medical Specialty,Group,umbrella_specialty,,,,,,,,,,,
128,عملية التبدل الشكلي التي تقلب بوابة التعطيل الى حالة الاغلاق:,أسرع من العملية التي تفتح بوابة التفعيل,ابطأ من العملية التي تفتح بوابة التفعيل,تساوي سرعة عملية فتح بوابة التفعيل,كل ما سبق خاطئ,,,B,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
387,يؤدي تنبيه اللاودي إلى ما يلي عدا:,زيادة افراز اللعاب,زيادة افراز المعدة,زيادة افراز البنكرياس,توسع أوعية العضلات,,,D,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
41,يسمع الصوت القلبي الأول أثناء:,انغلاق الصمامات الأذينية البطينية,الانقباض الأذيني,انغلاق الصمامات السينية,قصور الصمام التاجي,,,A,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
17,كل مما يلي صحيح عن التلقيم الراجع السلبي ما عدا:,يدعى Negative Feedback,يراقب دارة التلقيم الراجع الإيجابي.,يعاكس المتغير البدئي.,يعزز قوة المنبه,,,D,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
357,المشابك التي تقوم بدور تنظيمي:,Axo - Somatic,Axo - Axoic,Dentro - Dendritic,Axo - Dendritic,,,B,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
888,بسبب الانجيوتسن 2 كل ما يلي عدا:,تحرير الالدوسترون,رفع ضغط الدم,توسيع الاوعية الدموية الجهازية,تقيض الشرين الصادر,,,C,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
42,تؤدي العوامل التالية إلى نقص معدل الرشح الكبيبي عدا,توسع الشريان الصادر بواسطة NO المفرز من الخلايا البطانية,زيادة الضغط الأسموزي البروتيني للبلازما,تضيق الشريان الوارد,ارتفاع الضغط ضمن المحفظة الناتج عن انسداد,زياده الضغط العروى لبروتينات البلازما,,B,Y2,Physiology,ABCDE,Physiology,,,,,,,,,,,
24,اختر الاجابة الصحيحة,تحوي الكريات الحمر على انزيمات كاربونيك انهيدراز,تحصل الكريات الحمر على الطاقة من التنفس الهوائي.,كريات الدم الحمراء قادرة على الانقسام مدى الحياة وهي منواة.,عمر الكريات الحمراء الافتراضي ٦٠ يوم.,,,A,Y2,Physiology,ABCD,Physiology,,,,,,,,,,,
883,أي مما يلي يعاكس الترشيح الكبي:,الضغط الغرواني البروتينات البلازما,الضغط السكوني لمحفظة بومان,الضغط السكوني للشعيرات الكبيبة,كل من A+B,,,D,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
157,الطفرة التي تصيب المورثة LMANI :,تسبب مرض وراثي شائع,ينتقل بصفة جسيمة مقهورة,يترافق مع المرض نقص العامل الثامن والتاسع,كل ما سبق صحيح,,,B,Y2,Physiology,ABCD,Physiology,,,,,,,,,,,
257,لا تظهر في التخطيط الكهربائي للقلب السوي,زوال استقطاب الأذينتين.,عودة استقطاب الأذينتين.,زوال استقطاب البطين.,عودة استقطاب البطين.,,,B,Y2,Physiology,ABCD,Physiology,,,,,,,,,,,
183,كل ما يلي صحيح عن تحلل الغليكوجين عدا:,المصدر المهم لطاقة ATP,يتفكك الى حمض البيروفي وحمض اللبن,الطاقة الناتجة تستخدم لقلب ADP الى ATP,الطاقة الناتجة تستخدم مباشرة للتقلص فقط,,,D,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
118,يستطيع الجهاز التنفسي تأمين كميات كبيرة من الأوكسجين أثناء التمارين المجهدة من خلال الألية:,يحصل كامل التبادل الغازي لألكسجين خلال قطع الدم ثلث المسافة عبر الوعاء الشعرى,فارق الضغط الكبير بين السناخ والدم لغاز الأوكسجين,اصغر حجم جزيئة الأوكسجين,الانحلالية العالية للأوكسجين في الغشاء التنفسي,,,D,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
59,فقر العرطل سوي الأرومات نجده :,عند الكحوليين.,امراض الكبد.,الوذمة المخاطية.,كل ما سبق صحيح.,,,D,Y2,Physiology,ABCD,Physiology,,,,,,,,,,,
320,تقوم الإنزيمات التالية بهضم البروتينات عدا:,الببسين,الكيموتربسين,التريبسين,المالتاز,,,D,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
376,تتصف العضلات الملساء بما يلي عدا:,تحافظ على تقلّص مديد باستخدام كمّية قليلة جداً من الطاقة,يمكن إثارتها بأنماط مختلفة من الإشارات,تعتمد بشكل أساسي في تقلّصها على الكالسيوم المُخَزّن داخلها,تكون قوة التقلّص العظمى أكبر مما هي عليه في العضلات الهيكلية,,,C,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
1253,الخاطئ بما يخص العصبونات الحسية :,قد تكون العصبونات الحسية متعددة القطبية,توجد اجسامها خارج الجهاز العصبي المركزي,الفرع المحيطي للاستطالة يتجه للأعضاء المستقلة,الفرع المركزي للاستطالة يتجه للجهاز العصبي المركزي,,,A,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
479,يتحرر من طرقيات محاوير الالياف الودية التي تعصب لب الكظر:,الادرينالين,النورادرينالين,الاستيل كولين,السبروتونين,,,C,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
34,يتحول إلى بيليروبين,البورفيرين.,الهيموغلوبين.,الغلوبين.,كل مماسبق خطأ.,,,A,Y2,Physiology,ABCD,Physiology,,,,,,,,,,,
141,من مراحل آلية الارقاء :,انقباض الأوعية.,تشكيل سدادة الصفائح.,تشكل خثرة دموية.,كل ماسبق.,,,D,Y2,Physiology,ABCD,Physiology,,,,,,,,,,,
91,الموجة التي تشير إلى زوال استقطاب الأذينتين على المخطط القلبي الكهربائي هي:,الموجة P.,المركب QRS.,الموجة T.,الموجة R.,,,A,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
868,يمكن ان يظهر في البول في الحالات السوية:,خلايا الدم,اليوريا,الفيتامينات,الحموض الامينية,,,B,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
223,تركيزها في السائل خارج الخلوي هو الذي يحدد مستوى فولطاج تفعيل قنوات الصوديوم:,cl,k,ca,Na,,,C,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
100,ينشأ عن تناذر لوفلر :,زيادة الحمضات.,زيادة العدلات.,نقص اللمفاويات.,زيادة اللمفاويات.,,,A,Y2,Physiology,ABCD,Physiology,,,,,,,,,,,
26,كل العبارات التالية صحيحة حول ليزر (الهيليوم – نيون) ما عدا:,يصدر عند عدد قليل من الأطوال الموجية.,تستخدم في الليزرات ذات الطول الموجي 634 نانومتر لانخفاض تكلفتها.,عند الطول الموجي 633 نانومتر يكون المردود منخفض أقل من 3%.,كل ما سبق صحيح.,,,D,Y2,Physiology,ABCD,Physiology,,,,,,,,,,,
5,. يزداد الضغط الانخماصي للأسناخ بـ:,زيادة قطر السنخ.,نقص التوتر السطحي في هذه الأسناخ.,غياب التعصيب الودي لقصبات هذه الأسناخ.,نقص كمية السورفاكتانت في هذه الأسناخ.,,,D,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
11,أقل الأنسجة فى الجسم البشري احتواءً على الماء هو,العصبي,العضلي,الغدي,الدهني,,,D,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
910,تدخل ايونات الصوديوم الي الخلايا النبيبية في النبيب الداني:,بفعل مضخة الصوديوم والباتوسيوم,نقل فاعل اولي,نقل فاعل ثانوي,انتشار منفعل,,,D,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
170,بنية تربط اللييفات العضلية على طول الليف العضلي:,الجسور التصالبية,خيوط الميوزين,اقراص z,صفاق العضلة,,,C,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
412,العامل الأول الأساسي في تخثر الدم هو:,الغلوبولين غاما,بيتا غلوبواين,الفبرينوجين,عامل ستيوارت,,,A,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
21,اختر الاجابة الصحيحة,يعد CRP احد مقومات المناعة المكتسبة,مستوى CRP الطبيعي في الجسم يكون بين ٣-٦ ملغ,يفرز CRP نتيجة انخفاض المحركات الخلوية في المواد في الدم,ترتفع نسبة CRP عند التوقف عن شرب الكحول والإكثار من التمارين الرياضية,,,B,Y2,Physiology,ABCD,Physiology,,,,,,,,,,,
324,ما يلي من وظائف الأملاح الصفراوية عدا:,تؤدي دوراً مهماً في هضم وامتصاص السكريات,إفراز الهيستامين,تساعد على انحلال بعض المواد كالكولسترول,تسهم بتنظيم وتركيب وافراز الكوليسترول,,,A,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
200,كل ما يلي صحيح عن المركز الناهي القلبي ما عدا:,يقع في جذع الدماغ,يرسل إشارات تثبيطية إلى القلب,يعمل عن طريق ألياف العصب التاسع,الناقل الوسيط هو الأستيل الكولين,,,C,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
3,ليس من العلوم المورفولوجية:,علم وظائف الأعضاء,علم التشريح,علم الأنسجة,علم الخلية,,,A,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
20,يعتمد تضخيم الحزمة بعملية الإصدار المحثوث على:,الذرات التي تتميز بمستويات طاقة قليلة.,الذرات الفعالة ليزريًا فقط.,الجزيئات الفعالة ليزريًا فقط.,"B, C",,,D,Y2,Physiology,ABCD,Physiology,,,,,,,,,,,
154,الكهارل أكثر تأثير على الضغط التناضحي من اللاكهارل و البروتينات بسبب :,صغر حجم الشوارد.,قدرتها الكبيرة على التشرد.,هي a و b,كل ما سبق خطأ.,,,C,Y2,Physiology,ABCD,Physiology,,,,,,,,,,,
841,أي البني التالية تنقص زمن الشهيق وتزيد معدل التنفس :,المجموعة التنفسية البطنية,المجموعة التنفسية الظهرية,مركز التنفس الجسري,المركز الناهي,,,C,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
754,الخاطئ فيما يخص التنفس :,,التنفس القسري يحتاج لتقلص عضلات البطن,الارتداد المرن يحدث في الشهيق الطبيعي,العضلات الشهيقية ترفع الأضلاع وتخفض الحجاب,,,C,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
938,الخاطئ فيما يخص عروة هائلة:,ينظم الجهاز المجاور للكبب فعالية منظومة الرئتين انجيوتسين,القسم القاصي من الذراع الصاعدة رفيع,15% من العري تصل الي اللب,الذراع الصاعدة كتيمة للماء,,,B,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
81,يختلف تقلص العضلات الهيكلية عن تقلص العضلات الملساء ب:,بطء بدء التقلص,يستهلك طاقة أكبر,قوة تقلص أكبر,يعتمد بشكل أساسي على الكالسيوم خارج الخلوي,,,B,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
1079,الجهاز العصبي :,تأثيره بطيء,تأثيره طويل الأمد,تأثيره قد يستغرق ساعات,كل ما سبق خاطئ,,,D,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
155,عدد العصبونات الموجودة في الطريق الحركي لمنعكسات الجهاز العصبي المستقل:,عصبون واحد,عصبونان,ثلاثة عصبونات,أربعة عصبونات,,,B,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
87,الصفه الأكثر اهمية للعضلات الملس عديده الوحدة هى:,يتم التحكم بها بشكل رئيسي بواسطة الإشارات الهرمونية,تحتوي كمية كبيرة من الانزيمات التي تحلل السكر,تحتوي على شبكة هيولية عضلية نامية,يمكن لكل ليف أن يتقلص بشكل مستقل عن الألياف الأخرى,,,D,Y1,Physiology,ABCD,Physiology,,,,,,,,,,,
