id,level,question,specialty,umbrella_specialty,opa,opb,opc,opd,ope,opf,answer,group,Reason ,Confidence 
4927,Y4,كهل بعمر 48 سنة لديه ألم شرسوفي منذ عدة أيام وهن مع شحوب متوسط الشدة لدى التشخيص كل ما يلي صحيح ما عدا:,Surgery,Surgery,قد نتوقع التشخيص من قصة تناول NSAIDS,يمكن وضع التشخيص مبكرا بإجراء التنظير الهضمي العلوي.,يمكن وضع التشخيص مبكراً بإجراء طبقي محوري متعدد الشرائح.,كل ما سبق صحيح.,كل اما سبق خطا.,,E,ABCDE,,
4928,Y4,مريضة عمرها 50 سنة تعرضت لألم بطني حاد طاعن منذ نصف ساعة في الشرسوف تعمم في أنحاء لبطن مع اقياءات بنية اللون، فحص البطن لين فالتشخيص المحتمل:,Surgery,Surgery,التهاب بنكرياس حاد.,صمة شريان مساريقي علوي.,التهاب معدة وأمعاء.,احتشاء قلبي سفلي.,,,B,ABCDE,,
4929,Y4,مريض يشتكي من ألم بطني حاد ومفاجئ يجب أن نجري له أولاً:,Surgery,Surgery,عيار البولة الدموية.,صورة شعاعية للصدر.,صورة بطن شعاعية.,عيار خضاب الدم.,مراقبة الصبيب البولي.,,C,ABCDE,,
4930,Y4,مريض عمره 65 سنة تطور لديه ألم بطني حاد مفاجئ ومستمر في الربع السفلي الأيمن منذ ساعة، تلاه الام ماغصة سرية مع غثيان، الفحص السريري يبدي سحنة سمية مع فحص بطن سوي تقريباً فالتشخيص الأقوى هو:,Surgery,Surgery,التهاب معدة وأمعاء.,التهاب كولون غشائي كاذب.,التهاب زائدة دودية حاد.,انسداد أمعاء بنقص التروية.,حالة نفسية.,,D,ABCDE,,
4931,Y4,إن الفحص المقترح المشخص للمريض السابق هو:,Surgery,Surgery,ايكو بطن.,صورة بطن بالوقوف.,طبقي محوري للبطن بدون حقن.,تصوير وعاني مساريقي.,فحص البراز.,,D,ABCDE,,
4932,Y4,اى شاب 32 سنة لقسم طوارئ بقصة إقياء (الكميات كبيرة من الدم الأحمر القاني). ما هي الخطوة الأولى الأهم في تدبير هذا المريض:,Surgery,Surgery,القصة السريرية والفحص السريري.,تحديد عيار الخضاب.,الإنعاش بالسوائل.,وضع أنبوب أنفي معدي.,إجراء تنظير هضمي عنوي إسعافي.,,C,ABCDE,,
4933,Y4,مريض لديه نزف هضمي علوي (اختر الصحيحة):,Surgery,Surgery,نزف المعدة والعفج علوي.,لون البراز ناتج عن لون الحديد المرجع في الدم,وجود الدم في الأمعاء يبطئ حركية الأمعاء.,عدم إعطاء الصادات يزيد في البولة الدموية.,التنظير الهضمي العلوي واجب خلال 24 ساعة من قبول المريض في المشفى.,,A,ABCDE,,
4934,Y3,3. أجري تنظير هضمي علوي لرجل عمره 55 سنة وتم اخباره أن لديه آفة قد تسبب فقراً دموياً والنزف الحاد منها غير شائع ما هو هذا التشخيص؟,Surgery,Surgery,1. قرحة معدية.,2. سرطانة معدية.,3. قرحة عفجية.,4. دوالي مريئية.,5. تسحجات معدية.,,B,ABCDE,,
4935,Y3,4. أتى شاب 32 سنة لقسم الطوارئ بقصة إقياء (لكميات كبيرة من الدم الأحمر القاني). ما هي الخطوة الأولى الأهم في تدبير هذا المريض؟,Surgery,Surgery,1. القصة السريرية والفحص السريري.,2. تحديد عيار الخضاب,3. الإنعاش بالسوائل.,4. وضع أنبوب أنفي معدي.,5. اجراء تنظير هضمي علوي اسعافي.,,C,ABCDE,,
4936,Y3,34. العلاج الأمثل لمريض عمره 40 سنة وجد لديه بالتنظير الهضمي العلوي لمفوما معدية هو:,Surgery,Surgery,1. استئصال معدة تحت تام.,2. علاج شعاعي.,3. استئصال معدة تحت التام مع علاج شعاعي.,4. علاج كيماوي.,5. استئصال موضع واسع للورم.,,D,ABCDE,,
4937,Y3,2. راجع طفل يبلغ من العمر 12 سنة بعقدة درقية مع ضخامة عقد لمفية ناحية ما هو التشخيص المحتمل؟,Surgery,Surgery,1. سرطان لبي.,2. سرطان جريبي.,3. المفوما.,4. سرطان حليمي.,5. سرطان غير مصنع.,,D,ABCDE,,
4938,Y3,3. راجعت مريضة في منتصف العمر بسلعة درقية لفترة طويلة والفص الأيمن متضخم بشكل أكبر من الأيسر وسريريا وسري كانت في حالة سواء درقي. ما هو التشخيص المحتمل؟,Surgery,Surgery,1. عقدة درقية سليمة.,2. داء غريف.,3. سلعة متعددة العقد.,4. سرطان حليمي.,5. سرطان جريبي.,,C,ABCDE,,
4939,Y3,24. فتاة في الربيع الخامس شكت من عسرة تنفس بالفحص تبين بوجود كتلة في جوف الفم بقطر 3 سم على الخط الناصف وعلى مؤخرة اللسان. ما هو التشخيص الأكثر احتمالاً؟,Surgery,Surgery,1. لوزة لسانية.,2. درق لسانية.,3. جسم أجنبي علق باللسان.,4. Dermoid,5. وذمة عصبية وعائية.,,B,ABCDE,,
4940,Y3,25. شابة في ربيعها الأربعين تشكو من نقص وزن مع خفقان وجحوظ في العينين. بالفحص السريري تبين وجود سلعة درقية متوسطة الحجم منتشرة ومتجانسة، بالفحوص الدموية تبين وجود فرط نشاط درق بدني، ما هو العلاج غير المرغوب به في هذه الحالة؟,Surgery,Surgery,1. إعطاء الميتيمازول Methimazoli,2. إعطاء محلول اللوغول Lugols iodine,3. المعالجة الشعاعية باليود I 131,4. استئصال الدرق التام.,5. الستيروئيدات.,,C,ABCDE,,
4941,Y3,8. راجع مريض بدانة طبيبه وكان BMI لديه 40 فقرر الطبيب إجراء عملية Sleeve gastrectomy ما هو الإجراء الأول الذي يجب إجراؤه قبل العمل الجراحي؟,Surgery,Surgery,1. استشارة طبيب التغذية.,2. تحويل المريض لطبيب نفسي.,3. الحصول على موافقة المريض.,4. إجراء التحاليل الدموية اللازمة.,,,C,ABCDE,,
4942,Y3,4. يعاني مريض عمره 50 سنة ويبدو بصحة جيدة من أصمية حديثة وايلام وألم في الربع العلوي الأيمن لمدة 3-4 أشهر. كان الفحص السريري سلبيا. سريري سلبياً وكانت وظائف الكبد طبيعية وكذلك. التنظير الهضمي العلوي أما الايكو فأظهر وجود آفة كيسية وحيدة تبلغ 6 سم. ما هو التشخيص المحتمل؟,Surgery,Surgery,1. متلازمة بود شياري.,2. التهاب الطرق الصفراوية المصلب البدئي.,3. عداء كارولي.,4. داء كيسي بسيط,,,D,ABCDE,,
4943,Y3,2. راجع مريض مشخص لديه سابقة حصيات مرارية يبلغ من العمر 60 سنة بقصة ألم بطني شديد ومستمر 6 ساعات وبالفحص السريري كان المريض غير مرتاح ومصدوم من انتفاخ البطن ومضض راجع معممين ما هو التشخيص المحتمل؟,Surgery,Surgery,1. تقيح مرارة.,2. التهاب مرارة حاد.,3. قيلة مخاطية في المرارة.,4. التهاب بريتوان تالي لانثقاب مرارة.,5. خزل معوي بسبب حصاة مرارية.,,D,ABCDE,,
4944,Y3,3. راجع مريض يبلغ من العمر 56 سنة بألم شديد في أعلى 4 البطن منذ أسبوع مع حرارة spiking fever وكان غير مرتاح بشدة مع وجود علامات لتخريش بريتواني في الربع العلوي الأيمن مع جس كتلة ما هو التشخيص المحتمل؟,Surgery,Surgery,1. تقيح مرارة.,2. التهاب مرارة حاد.,3. قيلة مخاطية في المرارة.,4. التهاب بريتوان تالي لانثقاب مرارة.,5. خزل معوي بسبب حصاة مرارية.,,A,ABCDE,,
4945,Y3,4. راجع مريض يبلغ من العمر 60 سنة بقصة ألم بطني ويرقان وحرارة مع عروءات، ماهو التشخيص المحتمل؟,Surgery,Surgery,1. تقيح مرارة.,2. التهاب مرارة حاد.,3. قيلة مخاطية في المرارة.,4. التهاب طرق صفراوية صاعد.,5. خزل معوي بسبب حصاة مرارية.,,D,ABCDE,,
4946,Y3,5. عولجت مريضة تبلغ من العمر 40 سنة لالتهاب مرارة حاد حيث لوحظ وجود مرارة مجسوسة غير ممضه، لم يكن هناك ترفع حروري وكانت المريضة بشكل عام بصحة جيدة، ما هو التشخيص المحتمل؟,Surgery,Surgery,1. تقيح مرارة.,2. التهاب مرارة حاد.,3. قيلة مخاطية في المرارة.,4. التهاب طرق صفراوية صاعد,5. خزل معوي بسبب حصاة مرارية.,,C,ABCDE,,
4947,Y3,2. راجع مريض عمره 48 سنة باضطراب رئوي وصداع وارتفاع ضغط ما هو التشخيص المحتمل؟,Surgery,Surgery,1. متلازمة كوشينغ.,2. داء كوشينغ.,3. متلازمة كون.,4. متلازمة نيلسون.,,,C,ABCDE,,
4948,Y3,3. مريض ربو مع تفاقم متكرر لحالته تطور لديه بشكل تدريجي شعرانية مع بدانة جذعية وكدمات ما هو التشخيص المحتمل؟,Surgery,Surgery,1. متلازمة كوشينغ.,2. داء كوشينغ.,3. متلازمة كون.,4. ورم القوائم.,,,A,ABCDE,,
4949,Y3,8. امرأة مسنة عمرها 30 سنة تشكو آلام مفصلية مع وهن عضلي الفحص الفيزيائي كان طبيعياً الروتين الدموي أظهر النتائج التالية: الخضاب الدموي طبيعي، وظائف الكلية البولة والكرياتنين سوية، كالسيوم المصل 11-12 ملغ / دل، أي الحالات التالية لا تتناسب مع حالة المريضة:,Surgery,Surgery,1. وجود الميوغلوبين في البول.,2. عيار الهرمون PTH مرتفع في المصل.,3. اطراح الكالسيوم في البول مرتفع.,4. قد تشاهد أورام بنكرياسية.,5. قد تشاهد أورام نخامية.,,C,ABCDE,,
4950,Y3,4. أثناء إجراء ايكو بطن لسيدة حامل تبلغ من العمر 30 سنة تبين وجود كتلة متكلسة في الشرسوف يبلغ قطرها 1 سم وقد سمع لغط في منطقة الشرسوف ولم يكن لديها أي أع أعراض. ما هو التشخيص المحتمل؟,Surgery,Surgery,1. تمزق طحال.,2. احتشاء طحال.,3. أم دم شريان طحالي.,4. فرفريه نقص الصفيحات البدنية.,5. داء تكور الكريات الحمر الوراثي.,,C,ABCDE,,
