,﻿id,level,specialty,umbrella_specialty,opa,opb,opc,opd,ope,opf,answer,group,question_old,answer_text,question
4681,4684,Y1,Statistics,Statistics,طردية قوية,عكسية موجبة,طردية متوسطة,موجبة ضعيفة,,,A,ABCD,اذا كانت قيمة بيرسون R=0.92 فإن العلاقة:,طردية قوية,ما نوع العلاقة إذا كانت قيمة بيرسون R=0.92؟
4684,4687,Y1,Statistics,Statistics,طريقة أخذ العينة,مجموعة عناصر من العينة,عنصر من العينة,إطار العينة,,,C,ABCD,يعبر عن وحدة المعاينة بأنها:,عنصر من العينة,ما هي وحدة المعاينة؟
4685,4688,Y1,Statistics,Statistics,البريد,التسجيل,استخدام الإنترنت,الملاحظة أو المشاهدة,,,D,ABCD,يتم الحصول على بيانات تتعلق بضغط الدم وسرعة نبضات القلب ونسبة الكولسترول في الدم لعينة من المرضى خلال فترة أسبوع عن طريق:,الملاحظة أو المشاهدة,ما هي الطريقة التي يتم بها الحصول على بيانات تتعلق بضغط الدم وسرعة نبضات القلب ونسبة الكولسترول في الدم لعينة من المرضى خلال فترة أسبوع؟
4687,4690,Y1,Statistics,Statistics,سلبي,عكسي,إيجابي,كل ما سبق,,,C,ABCD,إذا كان تزايد المتغير العشوائي X يؤدي إلى تزايد المتغير التابع Y فإن الارتباط بينهما:,إيجابي,ما نوع الارتباط بين المتغير العشوائي X والمتغير التابع Y إذا كان تزايد X يؤدي إلى تزايد Y؟
4689,4692,Y1,Statistics,Statistics,شرط المتغير العشوائي,المسلمة الاحتمالية,A+B,غير ذلك,,,B,ABCD,"احتمال أي حدث لا يزيد عن الواحد "" العبارة السابقة تعبر عن",المسلمة الاحتمالية,"ماذا تعبر عنه العبارة ""احتمال أي حدث لا يزيد عن الواحد""؟"
4690,4693,Y1,Statistics,Statistics,الانحدار نحو المعدل,ارتباط,تحديد,كل ما سبق صحيح,,,A,ABCD,ان معدل اطوال الأبناء تنحدر من معامل المجتمع فتسمى الظاهرة:,الانحدار نحو المعدل,ما تسمى الظاهرة التي يحدث فيها انحدار معدل أطوال الأبناء من معامل المجتمع؟
4691,4694,Y1,Statistics,Statistics,المجالي,مجالات الثقة,التقدير النقطي,كل ما سبق خطأ,,,C,ABCD,تستخدم التقدير....... لتقدير نسبة النجاح لمجتمع:,التقدير النقطي,ما هي التقديرات التي تستخدم لتقدير نسبة النجاح لمجتمع؟
4693,4696,Y1,Statistics,Statistics,متقطع قيمة الاعداد الطبيعية,متصل قيمة الاعداد الطبيعية,منفصل قيمة الاعداد الحقيقية,مستمر قيمة الاعداد الحقيقية,,,A,ABCD,نقذف قطعة نقود حتى يظهر الوجه H للمرة الأولى فإن المتغير العشوائي الذي يدل على عدد القذفات هو متغير:,متقطع قيمة الاعداد الطبيعية,ما نوع المتغير العشوائي الذي يدل على عدد القذفات عند قذف قطعة نقود حتى يظهر الوجه H للمرة الأولى؟
4696,4699,Y1,Statistics,Statistics,معدل الخصوبة العام,معدل الخصوبة الصافي,معدل الخصوبة الكلية,معدل المواليد الخام,,,C,ABCD,متوسط عدد الأطفال الذي يمكن أن ينجبوا أحياء لكل امرأة إذا أمضت حياتها منذ ميلادها بما يتماشى مع معدلات الخصوبة العمرية في سنة معينة:,معدل الخصوبة الكلية,ما هو متوسط عدد الأطفال الذي يمكن أن تنجبهم المرأة أحياء إذا أمضت حياتها منذ ميلادها بما يتماشى مع معدلات الخصوبة العمرية في سنة معينة؟
4697,4700,Y1,Statistics,Statistics,التجربة,المواجهة,البريد,التسجيل,,,B,ABCD,طريقة تمكننا من مراقبة رد الفعل على بعض الأسئلة والحصول على إجابات دقيقة:,المواجهة,ما هي الطريقة التي تمكننا من مراقبة رد الفعل على بعض الأسئلة والحصول على إجابات دقيقة؟
4699,4702,Y1,Statistics,Statistics,كمية,وصفية,رتبية,كمية و وصفية,,,D,ABCD,إن نوع البيانات المستخدمة لإنشاء الجدول التكراري هو :,كمية و وصفية,ما هو نوع البيانات المستخدمة لإنشاء الجدول التكراري؟
4711,4714,Y1,Statistics,Statistics,التي تشترك فيما بينها ببعض الخواص والمميزات,التي لا تشترك فيما بينها ببعض الخواص والمميزات,مأخوذة من العينة,مأخوذة من بيانات كيفية فقط,,,A,ABCD,المجتمع الإحصائي هو مجموعة من الأفراد أو العناصر:,التي تشترك فيما بينها ببعض الخواص والمميزات,ما هو المجتمع الإحصائي؟
4714,4717,Y1,Statistics,Statistics,نوعي,عشوائي منفصل,عشوائي مستمر,رتبي,,,B,ABCD,عدد الكريات الحمر في الجسم هو متغير:,عشوائي منفصل,ما هو عدد الكريات الحمر في الجسم؟
4717,4720,Y1,Statistics,Statistics,معدل الوفيات الخام,معدل الوفيات النوعي للعمر,معدل وفيات الرضع,معدل وفيات الأمهات,,,D,ABCD,عدد الوفيات لدى النساء الحوامل التي حدثت اثناء الحمل او الولادة او النفاس / عدد المواليد الاحياء خلال نفس السنة مضروبا ب 100000,معدل وفيات الأمهات,ما هو معدل وفيات الأمهات الذي يحسب بقسمة عدد الوفيات لدى النساء الحوامل التي حدثت أثناء الحمل أو الولادة أو النفاس على عدد المواليد الأحياء خلال نفس السنة مضروباً في 100000؟
4720,4723,Y1,Statistics,Statistics,معدل الخصوبة العمري,معدل المواليد العام,معدل الوفيات العام,معدل الخصوبة الخام,,,A,ABCD,المعدلات التي يكون تركيزها على معدلات الخصوبة لفئة معينة من العمر لغرض المقارنة على امتداد زمن ما ودراسة الفروق في ظاهرة الخصوبة بمختلف الاعمار:,معدل الخصوبة العمري,ما هي المعدلات التي يكون تركيزها على معدلات الخصوبة لفئة معينة من العمر لغرض المقارنة على امتداد زمن ما ودراسة الفروق في ظاهرة الخصوبة بمختلف الأعمار؟
4721,4724,Y1,Statistics,Statistics,سلبي,إيجابي,معدوم,كل ما سبق خطأ,,,A,ABCD,تزايد المتغير العشوائي x يؤدي إلى تناقص متغير التابع y فإن العلاقة بين المتغيرين:,سلبي,ما هي العلاقة بين المتغيرين عندما يؤدي تزايد المتغير العشوائي x إلى تناقص المتغير التابع y؟
4724,4727,Y1,Statistics,Statistics,بسيطة,حصصية,طبقية,منتظمة,,,C,ABCD,إذا كنا أمام مجتمع غير متجانس فإننا نسحب عينة:,طبقية,ما نوع العينة التي نسحبها إذا كنا أمام مجتمع غير متجانس؟
4726,4729,Y1,Statistics,Statistics,مقياس اسمي,مقياس رتبي,مقياس فتروي,مقياس نسبي,,,A,ABCD,المقياس المستخدم لوصف حالة التدخين (مدخن / غير مدخن) هو:,مقياس اسمي,ما هو المقياس المستخدم لوصف حالة التدخين (مدخن / غير مدخن)؟
4727,4730,Y1,Statistics,Statistics,مرتبطة ولها قانون التوزبع نفسه,مستقلة ولها قانون التوزيع نفسه,متنافية ولها قانون التوزيع نفسه,مستقلة ولكل منها قانون توزيعه الخاص,,,B,ABCD,نقول عن مجموعة من المتغيرات العشوائية انها تشكل عينة عشوائية اذا كانت :,مستقلة ولها قانون التوزيع نفسه,ما هي الشروط التي يجب توفرها في مجموعة من المتغيرات العشوائية لتشكل عينة عشوائية؟
4728,4731,Y1,Statistics,Statistics,الرتبي,الإسمي,العنقودي,كل ما سبق,,,C,ABCD,المستوى الذي يمكن حساب فيه المتوسطات والانحرافات المعيارية ومقاييس العلاقة الخطية هو :,العنقودي,ما هو المستوى الذي يمكن حساب فيه المتوسطات والانحرافات المعيارية ومقاييس العلاقة الخطية؟
4733,4736,Y1,Statistics,Statistics,بين 5 و15 فئة,بين 15 و25 فئة,5 فئات حصرا,كل ما سبق خاطئ,,,A,ABCD,يتراوح عدد الفئات غالبا عددها:,بين 5 و15 فئة,كم يتراوح عدد الفئات غالباً؟
4737,4740,Y1,Statistics,Statistics,العلاقة طردية,قيمة معامل ارتباط المجتمع تساوي الصفر,العلاقة عكسية,قيمة معامل الارتباط المجتمع تساوي الواحد,,,B,ABCD,لاختبار الفرضيات حول معامل الارتباط الخطي لبيرسون تكون فرضية العدم:,قيمة معامل ارتباط المجتمع تساوي الصفر,ما هي فرضية العدم لاختبار الفرضيات حول معامل الارتباط الخطي لبيرسون؟
