id,level,question,specialty,umbrella_specialty,opa,opb,opc,opd,ope,opf,answer,group,keep,Reason ,Confidence 
947,Y2,عضلات اليد : (2016 الأولى),Anatomy,Anatomy,عضلات الضرة وحشية التوضع.,عضلات الإلية ثلاثة.,الزندي يغذي معظم عضلات اليد.,الكعبري يغذي عضلة واحدة فقط.,,,c,ABCDE,no,indirect question,high
949,Y1,كل ما يلي صحيح عن العفج عدا :,Anatomy,Anatomy,هو القسم الأول من المعي الدقيق,له شكل حرف C,يحيط بذيل المعثكلة,القطعة الثالثة أفقية,,,C,ABCD,no,"""ما عدا""",high
951,Y1,من وظائف جذع الدماغ ما يلي عدا :,Anatomy,Anatomy,تنظيم الحرارة.,تسرع القلب.,حث لب الكظر لإفراز الإيبينفرين.,مكان لعبور السبل الصاعدة والنازلة.,,,A,ABCD,no,"""ما عدا""",high
952,Y1,الصحيح حول موقع الدماغ البيني :,Anatomy,Anatomy,بين الدماغ الانتهائي والدماغ الامامي,بين الدماغ الانتهائي والدماغ المتوسط,يحتوي على البطين الرابع,B+C صحيحتان,,,B,ABCD,no,choose the right answer,high
953,Y2,ما يلي من آليات التحكم ب الجزء القاصي من النخامى عدا :,Histology,Anatomy,GNRH,التلقيم الراجع السلبي,اوكسيتوسين,كل ما سبق صحيح,,,D,ABCD,no,"""ما عدا""",high
955,Y2,يوصف العصب الوجهي عندما يخرج من الثقبة الإبرية الخشائية بالتالي ما عدا:(2016 تانية),Anatomy,Anatomy,يعصب البطن الخلفي لذات البطنين.,يعصب العضلة التي تؤمن توتر الخد.,يعطي العصب الصخري الكبير.,يكون مساره سطحيا للوريد خلف الفك.,يعصب عضلات التي ترفع الشفة العلوية.,,b,ABCDE,no,"""ما عدا""",high
956,Y1,في مرضى القصور الكلوى نجري وصلة بين:,Anatomy,Anatomy,الشريان الكعبري والوريد العضدي,الشريان الكعبري والوريد الرأسي,الشريان الزندي والوريد القاعدي,الشريان الزندي والوريد الابطي,,,B,ABCD,no,indirect question,high
957,Y1,ليست من عضلات الرأس,Anatomy,Anatomy,القترائية,الوجنية,الصدغية,الماضغة,,,B,ABCD,no,choose the right answer,high
960,Y1,. كل مما يلي هي من عضلات اخمص القدم عدا,Anatomy,Anatomy,باسطة الاصابع الطويلة,قابضة الاصابع القصيرة,العضلات بين العظام,العضلات الخراطينية,,,A,ABCD,no,"""ما عدا""",high
961,Y1,-الفقرة الرقبية الأولى:,Anatomy,Anatomy,الأطلس,الفائق,الشامخة,كل ما سبق خطأ,,,A,ABCD,no,indirect question,high
962,Y1,صحيح عن الانف عدا: (الفصل الثاني عشر),Anatomy,Anatomy,المنطقة الشمية في سقف الانف.,المنطقة الشمية اسفل الانف.,المنطقة الشمية تشكل اقل من ربع مساحة المنطقة التنفسية.,كل ما سبق صحيح.,,,B,ABCD,no,"""ما عدا""",high
963,Y1,تنتج الخلايا الجريبية في الدرق :,Anatomy,Anatomy,T3,كالسيتونين,T4,A+C,,,D,ABCD,no,choose the right answer,high
965,Y1,التلفيف الصدغي العلوي,Anatomy,Anatomy,مراكز القلام الحركية,مراكز الشم,مراكز الخركة ( الهرمية ),مراكز السمع,,,مراكز الحس,ABCD,no,indirect question,high
966,Y1,في الرؤية القريبة يحدث ماعدا :,Anatomy,Anatomy,تقلص العضلة الهدبية,تنبيه ودي,زيادة تحدب العدسة,زيادة القعرة الكاسرة للعدسة,,,B,ABCD,no,"""ما عدا""",high
967,Y2,ينتج مرض المهق بسبب :,Histology and Anatomy,Anatomy,تنكس وتخرب الخلايا الميلانينية,نقص الكوليسترول المفرز من قشر الكظر,عدم الخلايا الميلانينية على انتاج الصباغ,غياب الخلايا الميلانينية,,,C,ABCDE,no,infinite answers,high
968,Y1,يدخل في تشكيل سقف الانف:,Anatomy,Anatomy,الصفيحة الافقية للعظم الغربالي.,الصفيحة العمودية للعظم الغربالي.,التيه الغربالي.,كل ما سبق خطأ.,,,A,ABCD,no,indirect question,high
969,Y1,. كل مايلي صحيح عن الجسر ماعدا,Anatomy,Anatomy,يتعلق عليه المخيخ بست سويقات,يحوي نوى الاعصاب القحفية من الخامس حتى الثامن,يصل بين نصفي الكرة المخية والمخيخية,يسهم بفعاليات المضغ,,,C,ABCD,no,"""ما عدا""",high
970,Y2,في المخيخ:,Histology,Anatomy,خلايا بيركنجي هي عصبونات صغيرة جدا,الطبقة الخارجية هي الطبقة الجزيئية,طبقة الخلايا الحبيبية تقع بين الطبقتين الجزيئية وطبقة خلايا بيركنجي,A+C,كل ماسبق صحيح,,B,ABCDE,no,indirect question,high
971,Y1,. الشريان الابطي هو استمرار للشريان,Anatomy,Anatomy,Lingual artery,Subclavian artrty,Ulnar artery,Maxillary artery,,,B,ABCD,no,answer in english,high
972,Y2,أي الاتي حول epiglottis صحيح:,Histology,Anatomy,سطحها الحنجري مغطى بظهارة مطبقة كاذبة اسطوانية.,يوجد في الصفيحة المخصوصة غدد مصلية فقط,تبرز من الطرف السفلي للحنجرة.,سطحها اللساني يغطى بظهارة مطبقة كاذبة مسطحة.,,,A,ABCD,no,choose the right answer,high
973,Y2,خلايا موجودة في النسيج الضام ولكنها أتت من أماكن أخرى :,Histology,Anatomy,Adipose cells,Fibroblasts,Mast cells,الثاني والثالث.,كلها تنشأ في النسيج الضام حصرا.,,E,ABCDE,no,indirect question,high
974,Y1,كل ما يلي عن المعي الدقيق صحيح عدا :,Anatomy,Anatomy,يمتد من فتحة البواب إلى بداية المعي الغليظ,يتألف من ثلاثة أقسام العفج ، الصائم واللفائفي,يكون القسم الأكبر من العفج متحركا,يتحرك الصائم واللفائفي بحرية,,,C,ABCD,no,"""ما عدا""",high
975,Y2,الخط - M - في القسيم العضلي يمثل :,Histology,Anatomy,منطقة تقارب خيوط الأكتين لقسيمين متجاورين.,شريط من الاتصالات بين خيوط الميوسين.,خيوط الأكتين.,خيوط الميوسين.,بروتين التيتين ( titin ),,B,ABCDE,no,infinite answers,high
977,Y2,تمفصلات عظاك رسغ اليد,Anatomy,Anatomy,المربعى مع قاعدة المشط الاول,المنحرفى مع قاعدة المشط الثالث,الكبير مع قاعدة المشط الثانى,الزورقى مع الكلابى,,,A,ABCDE,no,indirect question,high
978,Y1,. يحيط بمثانة الرجل في الاعلى,Anatomy,Anatomy,الكولون السيني,الكولون الصاعد,الكولون المستعرض,الكولون النازل,,,A,ABCD,no,indirect question,high
979,Y1,تنشأ الحشفة من,Anatomy,Anatomy,الجسم الكهفي,الجسم الإسفنجي,الساقان,لا شيء مما سبق,,,B,ABCD,no,indirect question,high
980,Y2,بطانة الرحم,Histology and Systemic Anatomy,Anatomy,الظهارة تحوي خلايا غير مهدبة,الغدد غنية بالخلايا المهدبة,الصفيحة المخصوصة فقيرة بارومات الليف,2+3,كل ما سبق خطأ,,E,ABCDE,no,indirect question,high
981,Y1,يتفرع الشريان القطعي لشرايين:,Anatomy,Anatomy,قطعية,فصية,بين الفصوص,بين الفصيصات,,,B,ABCD,no,indirect question,high
983,Y2,الآلية الرئيسية في مراقبة فعالية الخلايا في الجزء القاصي من النخامى الغدية هي :,Histology,Anatomy,الهرمونات الببتيدية,التلقيم الراجع السلبي.,فعالية النبضات العصبية.,كل من a و b,,,A,ABCD,no,indirect question,high
984,Y1,الوسادة من النسيج الدهني فوق الارتفاق العاني تُدعى:,Anatomy,Anatomy,جبل العانة,الشفر الصغير,الشفر الكبير,دهليز الفرج,,,A,ABCD,no,indirect question,high
986,Y1,عدد الأضلاع السائبة :,Anatomy,Anatomy,سبعة في كل جانب.,ثلاث في كل جانب.,اثنتان في كل جانب.,ستة في كل جانب.,,,C,ABCD,no,indirect question,high
987,Y2,الليباز المعدي أنزيم هاضم ل :,Histology,Anatomy,السكريات,البروتينات,الدسم.,الفيتامينات.,,,C,ABCD,no,indirect question,high
989,Y1,من فروع الزلاقي ماعدا:,Anatomy,Anatomy,الطحالي,المعدي الأيسر,المعدي الأيمن,الكبدي,,,C,ABCD,no,"""ما عدا""",high
990,Y2,يحبس انثى وتر ثنائيه الرؤوس العضديه فى المرافق,Anatomy,Anatomy,الشريان العضدى,الالشريان الزندى,الشريان الصدرى العلوى,الوريد الرأسى,الشريان العضدى العميق,,A,ABCDE,no,indirect question,high
991,Y1,. اختر الاجابة الخاطئة المتعلقة بالاضلاع:,Anatomy,Anatomy,هي عظام مسطحة متطاولة,تتصل جميعها بعظم القص,عددها 12 في كل جانب,تقسم الى حقيقية وكاذبة وسائبة,,,B,ABCD,no,choose the right answer,high
992,Y1,كل ما يلي أقسام القذالي ما عدا:,Anatomy,Anatomy,القسم القاعدي,القسم الجانبي,القسم الصدفي,الجناح الكبير,,,D,ABCD,no,"""ما عدا""",high
993,Y1,تمتاز الفقرة الرقبية الأولى:,Anatomy,Anatomy,لها جسم.,تدعى Atlas .,لها ناتئ شوكي.,هي أكبر الفقرات الرقبية.,,,B,ABCD,no,infinite answers,high
996,Y1,تقع اللوزة الحنكية :,Anatomy,Anatomy,الجدار الوحشي للبلعوم الفموي,بين الطيتين الحنكية اللسانية والحنكية البلعومية,جانب الفلكة,A+B,,,D,ABCD,no,indirect question,high
997,Y2,العضلة مبعدة الإبهام الطويلة : (الخاطئة) (2009),Anatomy,Anatomy,هي من عضلات الساعد الخلفية.,ترتكز على قاعدة السنع الأول.,يعصبها العصب الناصف.,تساهم في تبعيد اليد.,,,c,ABCDE,no,choose the wrong answer,high
998,Y2,الهلالة المفصلية: (2007 أولى),Anatomy,Anatomy,تتمفصل مع البكرة المفصلية في الفخذ,تتمفصل مع الظنبوب,تلتحم حافتها الداخلية مع المحفظة المفصلية,حافتها الخارجية أرق من الداخلية,,,a,ABCDE,no,indirect question,high
999,Y2,يحد الثقبة التريبة (وينسلو) سفليا بـ:,Anatomy,Anatomy,الاثني عشر.,الثرب الصغير.,المعدة.,الوريد الأجوف السفلي.,القولون المستعرض.,,A,ABCDE,no,indirect question,high
1000,Y1,المفصل الفكي الصدغي (الخاطئة):,Anatomy,Anatomy,مفصل زليلي.,له لقمتان.,لا يحوي قرصاً مفصلياً.,المفصل الوحيد المتحرك في القحف.,,,C,ABCD,no,choose the wrong answer,high
1001,Y1,غضروف غير ثابت يشبه العصية:,Anatomy,Anatomy,الطرجهالي,القريني,الإسفيني,الفلكة,,,C,ABCD,no,indirect question,high
1002,Y2,إن النزح اللمفي القسم العلوي من القناة الشرجية:,Anatomy,Anatomy,إلى العقد المساريقية السفلية.,إلى العقد المساريقية المتوسطة.,إلى العقد الإربية السطحية.,إلى العقد الحرقفية الباطنة.,ليس أيا مما سبق.,,A,ABCDE,no,indirect question,high
1003,Y1,يتصل رأس الضلع بين فقرتين عدا الأضلاع:,Anatomy,Anatomy,1 – 11 – 12,11 – 12,1 – 12,لا شيء مما سبق,,,A,ABCD,no,number,high
1004,Y2,اختر الإجابة الصحيحة.,Histology,Anatomy,في الدماغ لا توجد أوعية لمفاوية,السائل الدماغي الشوكي ذو محتوى عالي من البروتينات,استسقاء الدماغ ينتج بسبب نقص إفراز السائل الدماغي الشوكي,الإجابتان الأولى والثانية صحيحتان,كل ما سبق صحيح,,C,ABCDE,no,choose the wrong answer,high
